City,Lat,Lng,Max Temp,Humidity,Cloudiness, Wind Speed,Country,Date
Mendeleyevo,56.0333,37.2167,0.82,80,100,8,RU,1645081128
Forsytheganj,52.6333,29.7333,2.57,91,100,8.93,BY,1645081128
Tessalit,20.1986,1.0114,15.83,26,32,4.83,ML,1645081129
Agadez,19.75,10.25,16.1,21,5,5.27,NE,1645081129
Chepelare,41.7333,24.6833,-5.34,88,53,2.28,BG,1645081130
Rabaul,-4.1967,152.1721,28.33,76,35,5.12,PG,1645081131
Ambon City,-3.6954,128.1814,29.08,79,40,3.6,ID,1645081131
Gēdo,9.0167,37.45,20.28,29,18,1.8,ET,1645081131
Mangan,27.5167,88.5333,18.03,46,69,3.63,IN,1645081132
Polyarny,69.1989,33.4478,-12.74,97,68,1.24,RU,1645081132
Warrington,53.3925,-2.5802,8.06,76,40,12.35,GB,1645081059
Hay River,60.8156,-115.7999,-25.01,70,40,3.6,CA,1645081193
Opuwo,-18.0607,13.84,23.34,67,100,2.49,NA,1645081193
Tilichiki,60.4667,166.1,-21.27,98,100,4.46,RU,1645081194
Flin Flon,54.7682,-101.865,-32.57,100,30,1.73,CA,1645081194
Eydhafushi,5.1033,73.0708,27.41,65,100,3.9,MV,1645081195
‘Āhuimanu,21.4447,-157.8378,22.7,86,7,0.45,US,1645081196
Salinópolis,-0.6136,-47.3561,25.2,83,100,3.09,BR,1645081196
Aklavik,68.2191,-135.0107,-30.54,83,97,6.76,CA,1645081197
Mayo,38.8876,-76.5119,13.19,84,40,5.66,US,1645081197
Saint George,37.1041,-113.5841,7.57,45,0,4.47,US,1645080912
Bonoua,5.2741,-3.595,26.79,90,44,1.91,CI,1645081198
Dodge City,37.7528,-100.0171,-2.08,53,100,10.28,US,1645081198
Fare,-16.7,-151.0167,27.28,73,0,7.23,PF,1645081198
Evensk,61.95,159.2333,-17.64,75,4,6.08,RU,1645081199
Nador,35.174,-2.9287,15.14,51,0,2.06,MA,1645080996
Marawi,7.9986,124.2928,24.25,61,33,3.42,PH,1645081199
Whitehorse,60.7161,-135.0538,0.43,74,75,1.03,CA,1645081200
Steamboat Springs,40.485,-106.8317,-5.59,88,100,5.14,US,1645081201
Batemans Bay,-35.7167,150.1833,21.06,87,100,3.87,AU,1645081202
Ternate,0.8,127.4,27.42,79,100,3.52,ID,1645081205
Trofors,65.5333,13.4063,-0.36,88,100,2.32,NO,1645081208
Norfolk,42.1668,-71.2495,8.9,81,100,1.79,US,1645081068
Road Town,18.4167,-64.6167,24.44,73,6,9.61,VG,1645080913
Rincon,32.296,-81.2354,15.48,97,45,1.99,US,1645081211
Magadan,59.5667,150.8,-19.51,81,29,4.89,RU,1645081212
Mmabatho,-25.85,25.6333,22.98,64,0,3.6,ZA,1645081086
Alappuzha,9.49,76.3264,28.34,64,30,2.58,IN,1645080881
Thompson,55.7435,-97.8558,-32.57,97,7,2.42,CA,1645081214
Santiago del Estero,-27.7951,-64.2615,22.46,80,43,4.58,AR,1645080931
Ankpa,7.3706,7.6253,24.67,62,53,1.3,NG,1645081219
Cascavel,-24.9558,-53.4553,15.85,93,0,1.23,BR,1645081220
Wuchi,29.3786,103.023,3.02,90,100,1.99,CN,1645081224
Rāyagada,19.1667,83.4167,31.83,26,12,1.98,IN,1645081225
Saint-Pierre,-21.3393,55.4781,29.8,65,0,10.29,RE,1645081225
Rio Grande,-32.035,-52.0986,19.41,85,55,4.55,BR,1645081226
San Jerónimo,-11.9472,-75.2829,10.17,85,100,0.82,PE,1645080865
Roebourne,-20.7833,117.1333,35.6,41,38,4.65,AU,1645081228
Pleasanton,37.6624,-121.8747,16.77,44,0,2.2,US,1645080963
Garbolovo,60.3413,30.4955,2.32,98,100,6.68,RU,1645081229
Jutaí,-5.1833,-68.9,21.77,99,100,0.83,BR,1645081230
Cocobeach,1.0002,9.5823,26.67,81,100,2.38,GA,1645081231
Lerwick,60.1545,-1.1494,4,67,98,8.31,GB,1645081232
Kifrī,34.6959,44.9661,13.74,44,0,0.49,IQ,1645081233
At-Bashi,41.1702,75.8106,-11.56,78,14,0.55,KG,1645081234
Oranjestad,12.524,-70.027,25.97,78,20,9.26,AW,1645081234
Oriximiná,-1.7656,-55.8661,22.2,95,94,1.04,BR,1645081235
Christchurch,-43.5333,172.6333,17.96,70,100,9.26,NZ,1645081090
Camacha,33.0833,-16.3333,14.68,63,75,4.63,PT,1645081105
Nuuk,64.1835,-51.7216,-15.66,66,20,4.63,GL,1645081236
Hualmay,-11.0964,-77.6139,21.16,83,99,3.36,PE,1645081237
Agadir,30.4202,-9.5982,9.25,48,0,1.51,MA,1645081080
Kulhudhuffushi,6.6221,73.07,27.29,69,12,2.75,MV,1645081237
Alexandria,31.2156,29.9553,11.3,87,40,0,EG,1645081141
Puerto Baquerizo Moreno,-0.9,-89.6,24.24,85,68,3.81,EC,1645081298
Neuquén,-38.9516,-68.0591,19.7,26,0,5.3,AR,1645081273
Marabu,4.4148,114.0089,29.03,70,36,4.79,MY,1645081299
Pitlochry,56.7051,-3.7343,4.03,82,91,9.07,GB,1645081299
Toora-Khem,52.4675,96.11,-11.48,72,29,0.91,RU,1645081300
Mogocha,53.7333,119.7667,-11.92,63,93,1.35,RU,1645081300
Clifton,40.8584,-74.1638,8.75,80,100,4.63,US,1645081300
Lubbock,33.6001,-101.8338,14.37,68,100,1.4,US,1645081226
Bara,10.3744,10.7288,23.76,16,0,2.71,NG,1645081301
Morón,-34.6534,-58.6198,19.98,75,0,5.18,AR,1645081301
São José da Coroa Grande,-8.8978,-35.1478,25.68,78,30,2.8,BR,1645081302
Oktyabr'skiy,54.4815,53.471,-8.54,86,100,3.8,RU,1645081302
Río Gallegos,-51.6226,-69.2181,11.99,48,14,6.83,AR,1645081303
Ola,59.5833,151.2833,-19.46,81,49,5.45,RU,1645081303
Raymondville,26.4815,-97.7831,21.1,79,6,11.84,US,1645081303
College,64.8569,-147.8028,-22.17,77,100,0,US,1645081304
Verkh-Usugli,52.7,115.1667,-16.71,78,100,0.7,RU,1645081305
Saint Anthony,45.0205,-93.218,-9.94,68,0,7.72,US,1645081305
San Francisco,37.7749,-122.4194,17.92,35,0,7.2,US,1645080652
Sayyan,15.1718,44.3244,18.26,30,3,1.06,YE,1645081306
Sitka,57.0531,-135.33,5.94,93,100,4.63,US,1645081306
San Pablo City,14.0669,121.3258,29.96,68,99,3.53,PH,1645081307
Ubinskoye,55.3068,79.6802,-11.2,91,100,6.61,RU,1645081307
Dunda,-8.1167,34.25,19.42,91,100,0.84,TZ,1645081308
Atambua,-9.1061,124.8925,27.53,70,51,0.87,ID,1645081308
Ilulissat,69.2167,-51.1,-24.55,96,100,2.24,GL,1645081309
Khani,41.9563,42.9566,-0.24,91,20,1.96,GE,1645081309
Kwang Binh,17.4833,106.6,24.46,86,100,2.44,VN,1645081309
Batagay,67.6333,134.6333,-34.86,98,62,0.87,RU,1645081310
Harper,4.375,-7.7169,25.56,88,100,2.6,LR,1645081310
Praia,14.9215,-23.5087,21.3,78,0,9.77,CV,1645081311
Takhtamygda,54.1,123.5667,-12.49,62,52,1.27,RU,1645081311
Naranjal,-2.6667,-79.6167,23.76,93,100,0.34,EC,1645081312
Fairbanks,64.8378,-147.7164,-21.06,77,100,0,US,1645081312
Santo Antônio do Içá,-3.1022,-67.9397,22.31,99,95,0.48,BR,1645081313
Kati,12.7441,-8.0726,17.68,17,3,1.85,ML,1645081313
Oodweyne,9.4092,45.064,24.25,32,5,2.46,SO,1645081314
Dubbo,-32.25,148.6167,25.07,61,40,2.57,AU,1645081314
Solnechnyy,50.7214,136.6319,-10.77,82,100,2.76,RU,1645081315
Santa Cruz Cabrália,-16.2781,-39.0247,23.14,91,94,0.84,BR,1645081315
Stornoway,58.2093,-6.3865,2.98,89,40,8.23,GB,1645081315
Dali,25.7,100.1833,16.94,19,0,4.39,CN,1645081316
Tornio,65.8481,24.1466,-3.99,95,100,5.9,FI,1645081317
Ahipara,-35.1667,173.1667,18.36,75,98,0.79,NZ,1645081317
Bucak,37.4592,30.595,5.84,47,88,0.35,TR,1645081317
Gaza,31.5,34.4667,13.43,64,100,3.05,PS,1645081298
Anadyr,64.75,177.4833,-29.83,99,31,3.22,RU,1645081318
Algiers,36.7525,3.042,2.9,81,0,1.03,DZ,1645081255
Ust'-Ishim,57.6935,71.1665,-4.65,91,100,4.54,RU,1645081319
Bījār,35.8668,47.6051,-0.87,81,100,1.27,IR,1645081319
Daoukro,7.0591,-3.9631,22.7,96,83,0.82,CI,1645081319
Djibo,14.1022,-1.6306,21.22,14,0,3.94,BF,1645081320
Presque Isle,46.6811,-68.0159,3.99,72,100,0.45,US,1645081320
Salinas,36.6777,-121.6555,12.93,76,0,1.54,US,1645081321
Niquelândia,-14.4739,-48.4597,21.05,95,100,0.91,BR,1645081246
Santa Rosa,14.3122,121.1114,30.61,70,97,7.03,PH,1645081348
Sechura,-5.5569,-80.8222,21.74,80,95,3.82,PE,1645081382
Benjamin Constant,-4.3831,-70.0311,21.9,99,100,0.44,BR,1645081382
Fukuechō,32.6881,128.8419,3.53,61,100,7.62,JP,1645081383
Tabou,4.423,-7.3528,25.69,89,100,2.51,CI,1645081383
Dāmghān,36.1683,54.348,5.6,53,100,1.16,IR,1645081383
Kumul,42.8,93.45,-2.41,40,100,0.82,CN,1645081384
Meulaboh,4.1363,96.1285,29.02,72,91,4.86,ID,1645081384
San-Pédro,4.7485,-6.6363,25.63,92,100,2.08,CI,1645081274
Krasnozerskoye,53.9828,79.2374,-11.92,92,100,6.38,RU,1645081385
Yinchuan,38.4681,106.2731,2.91,34,100,2.22,CN,1645081385
Muyezerskiy,63.9333,31.65,-1.33,97,100,4.57,RU,1645081386
Vestmannaeyjar,63.4427,-20.2734,0.01,90,100,10.5,IS,1645081387
Upata,8.0086,-62.3989,21.77,87,93,2.43,VE,1645081387
Udachny,66.4167,112.4,-27.53,75,16,1.97,RU,1645081387
Tel Aviv-Yafo,32.0805,34.7805,15.39,69,0,1.03,IL,1645081388
Rosita,13.9268,-84.4032,19.73,99,32,1.23,NI,1645081388
Sarny,51.338,26.6019,5.97,74,100,9.91,UA,1645081389
Salta,-24.7859,-65.4117,21.16,80,99,0.89,AR,1645081389
Marsaxlokk,35.8419,14.5431,12.82,76,20,2.06,MT,1645081390
Teodoro Sampaio,-22.5325,-52.1675,20.74,92,4,1.23,BR,1645081390
Polūr,12.5,79.1333,30.5,36,4,3.68,IN,1645081390
Tromsø,69.6496,18.957,-3.64,68,0,2.06,NO,1645081391
Birjand,32.8663,59.2211,9.42,32,81,2.19,IR,1645081391
Sunrise Manor,36.2111,-115.0731,12.17,25,0,10.8,US,1645081392
Sola,-13.8833,167.55,28.32,70,96,2.42,VU,1645081392
Banda Aceh,5.5577,95.3222,29.3,67,100,0.1,ID,1645081392
Payo,-3.7508,103.6372,32.93,50,99,1.11,ID,1645081393
La Ronge,55.1001,-105.2842,-33.81,100,13,1.46,CA,1645081393
Guánica,17.9716,-66.908,24,79,68,0.89,PR,1645081394
Richards Bay,-28.783,32.0377,22.6,84,100,6.07,ZA,1645081394
Inhambane,-23.865,35.3833,29.77,61,41,4.39,MZ,1645081395
Amberley,39.2048,-84.428,15.31,63,20,5.66,US,1645081395
Umba,66.6871,34.3429,-7.84,87,100,5.74,RU,1645081395
Horsham,51.064,-0.3272,9.79,71,40,8.23,GB,1645081396
Vostok,46.4856,135.8833,-12.34,84,100,3.14,RU,1645081396
Witu,-2.3889,40.4382,30.09,53,14,1.29,KE,1645081397
Flinders,-34.5833,150.8552,29,68,73,2.45,AU,1645081397
Assiniboia,49.6334,-105.9845,-16.22,95,100,2.27,CA,1645081398
Scottsbluff,41.8666,-103.6672,-5.87,86,100,3.09,US,1645081398
Vung Tau,10.346,107.0843,28,71,52,6.98,VN,1645081221
Guipavas,48.4352,-4.3972,10.18,89,100,6.17,FR,1645081399
Yenagoa,4.9247,6.2642,26.45,87,50,2.28,NG,1645081399
Pitimbu,-7.4706,-34.8086,25.33,71,44,2.76,BR,1645081400
Ginir,7.1333,40.7,21.95,32,34,3.55,ET,1645081400
Fort Nelson,58.8053,-122.7002,-13.94,96,100,1.35,CA,1645081259
Lavrentiya,65.5833,-171,-26.22,92,5,4.86,RU,1645081401
Mazamari,-11.3258,-74.5308,20.61,99,100,0.35,PE,1645081401
Vancouver,49.2497,-123.1193,6.81,93,75,1.03,CA,1645080905
La Providencia,28.7167,-111.5833,14.03,44,0,2.55,MX,1645081402
Camaná,-16.6228,-72.7111,21.77,84,100,3.12,PE,1645081402
Lompoc,34.6391,-120.4579,11.62,89,0,2.57,US,1645081302
Zeya,53.75,127.2667,-11.29,59,10,1.3,RU,1645081403
Champerico,14.3,-91.9167,27.42,68,10,2.11,GT,1645081403
Yaring,6.8662,101.3689,28.49,81,100,3.28,TH,1645081404
Comodoro Rivadavia,-45.8667,-67.5,14.92,33,0,5.66,AR,1645081404
