Lat,Lng,Max Temp,Humidity,Cloudiness, Wind Speed,Country,Date
chester,-86.1758,284.18,54,1645002402,US,7.82
xai-xai,163.0719,252.65,81,1645002402,RU,3.25
acapulco,43.6782,290.84,33,1645002403,IQ,4.92
kendari,37.0213,298.36,27,1645002403,KE,4.01
virginia beach,64.6311,267.07,92,1645002464,KZ,6.19
yeppoon,15.9477,289.32,34,1645002464,LY,5.37
andros town,115.0447,264.23,65,1645002465,CN,0.95
beringovskiy,-79.1078,295.31,70,1645002466,PE,1.79
areosa,97.2,276.14,31,1645002466,CN,5.54
puerto del rosario,128.1814,301.3,75,1645002467,ID,3.64
taksimo,-100.4995,287.74,67,1645002467,US,5.54
xining,85.1167,296.11,46,1645002468,IN,3.09
tanout,18.705,276.52,97,1645002468,SE,4.79
port hedland,67.7975,254.49,99,1645002469,RU,1.12
salalah,-76.9013,277.14,87,1645002470,US,0.45
mirabad,-36.4344,298.46,79,1645002470,BR,2.38
sakakah,8.1294,278.31,93,1645002397,DK,4.63
payo,46.1167,301.22,54,1645002471,MG,6.18
menongue,29.1833,263.17,79,1645002472,FI,2.06
villamontes,4.8125,285.16,92,1645002472,NL,12.86
yirol,-48.2447,298.04,99,1645002473,BR,1.18
yokadouma,67.25,281.05,32,1645002473,AF,7.57
